Depot,DepotLong,DepotLat,Customer,CusLong,CusLat,DeliveryDate,DOW,Beginning1,Ending1,Beginning2,Ending2,HUs,DwellTime,CBM,KGM,AllowedTrucks,,
2524,121.0973984,14.30953239,70347238,121.123968,14.58424845,1/16/2023,Monday,8:00,17:00,,,1,1,0,46,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70138438,121.1060491,14.60442645,1/16/2023,Monday,8:00,17:00,,,1,1,0,46,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70347238,121.123968,14.58424845,1/16/2023,Monday,8:00,17:00,,,1,1,0,16,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70019475,121.1398343,14.56518703,1/16/2023,Monday,8:00,17:00,,,1,1,1,36,"{AUV, MC, 4w, 6w}",,
2524,121.0973984,14.30953239,70084418,121.1380988,14.57964031,1/16/2023,Monday,8:00,17:00,,,1,1,0,16,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70130674,121.0844611,14.62594348,1/16/2023,Monday,8:00,17:00,,,1,1,0,16,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70019554,121.1201218,14.63024693,1/16/2023,Monday,8:00,17:00,,,1,1,0.289,36,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70019426,121.1542452,14.52968055,1/16/2023,Monday,8:00,17:00,,,1,1,0.006,4.158,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70084983,121.154252,14.53067757,1/16/2023,Monday,8:00,17:00,,,1,1,0.046,12,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70030492,121.1773259,14.57633674,1/16/2023,Monday,8:00,17:00,,,1,1,0,24,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70019482,121.1106243,14.62292153,1/16/2023,Monday,8:00,17:00,,,1,1,0,24,"{AUV, MC, 4w, 6w}",,
2524,121.0973984,14.30953239,70412170,121.1022785,14.62271103,1/16/2023,Monday,8:00,17:00,,,1,1,1,90,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70337217,121.133485,14.62500319,1/16/2023,Monday,8:00,17:00,,,1,1,1,408,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70019475,121.1398343,14.56518703,1/16/2023,Monday,8:00,17:00,,,1,1,0.092,24,"{AUV, MC, 4w, 6w}",,
2524,121.0973984,14.30953239,70042197,121.123774,14.58394216,1/16/2023,Monday,8:00,17:00,,,1,1,0.002,1.509,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70138438,121.1060491,14.60442645,1/16/2023,Monday,8:00,17:00,,,1,1,1,525,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70030499,121.1378533,14.72984441,1/16/2023,Monday,8:00,17:00,,,1,1,1,684,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70130674,121.0844611,14.62594348,1/16/2023,Monday,8:00,17:00,,,1,1,0.463,252,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70084418,121.1380988,14.57964031,1/16/2023,Monday,8:00,17:00,,,1,1,0,23,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70130674,121.0844611,14.62594348,1/16/2023,Monday,8:00,17:00,,,1,1,3,360,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70408272,121.1349582,14.61711251,1/16/2023,Monday,8:00,17:00,,,1,1,0.002,1.132,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70042197,121.123774,14.58394216,1/16/2023,Monday,8:00,17:00,,,1,1,2,270,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70138438,121.1060491,14.60442645,1/16/2023,Monday,8:00,17:00,,,1,1,2,203,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70450886,121.1441889,14.73188646,1/16/2023,Monday,8:00,17:00,,,0,1,2,787,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70347238,121.123968,14.58424845,1/16/2023,Monday,8:00,17:00,,,1,1,1,494,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70248476,121.2909781,14.4951024,1/16/2023,Monday,8:00,17:00,,,1,1,1,98,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70017470,121.0174927,14.56348294,1/17/2023,Tuesday,8:00,17:00,,,1,1,1,217,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70464173,121.0415683,14.52859003,1/17/2023,Tuesday,8:00,17:00,,,1,0.333333333,1,144,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70017496,120.9954921,14.5558328,1/18/2023,Wednesday,8:00,17:00,,,1,1,7,900,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70382797,121.064459,14.54644879,1/20/2023,Friday,8:00,17:00,,,1,1,4,450,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70238985,121.0458805,14.58727604,1/20/2023,Friday,8:00,17:00,,,1,1,0,27,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70494785,121.0921029,14.61011767,1/20/2023,Friday,8:00,17:00,,,1,1,0.421,112,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70494786,121.0882271,14.58607145,1/20/2023,Friday,8:00,17:00,,,1,1,2,624,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70043420,121.0276651,14.56539821,1/20/2023,Friday,8:00,17:00,,,2,1,0.002,1.626,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70494791,121.0597505,14.57297813,1/20/2023,Friday,8:00,17:00,,,1,1,0,70,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70152945,121.0138355,14.55228764,1/20/2023,Friday,8:00,17:00,,,1,1,0,17,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70043420,121.0276651,14.56539821,1/20/2023,Friday,8:00,17:00,,,1,1,0,17,"{AUV, 4w, 6w, 10w, 40ft}",,
2524,121.0973984,14.30953239,70423734,121.0120751,14.53985438,1/20/2023,Friday,8:00,17:00,,,2,1,0.002,1.347,"{AUV, 4w, 6w, 10w, 40ft}",,
