"#{""t_start"": 1766644727.1364343"," ""env_id"": ""None""}",
r,l,t
2.7470334,2,4779.548348
3.1425812,11,4780.125403
2.9950714,2,4782.11893
2.437496,1,4782.119207
4.0073957,3,4783.426846
0.3396964,1,4786.536707
3.2913167,53,4793.519571
3.5004487,14,4793.51993
3.9518964,12,4793.520088
3.445758,3,4798.53713
4.355764,5,4798.537449
3.677992,7,4798.68452
2.9239166,13,4798.907501
3.4798858,9,4803.237101
2.7850907,7,4808.857636
3.923176,11,4810.201746
3.8923929,6,4810.65871
3.3836868,4,4815.29432
3.890779,6,4816.130738
3.7602224,3,4816.73592
2.2751608,1,4819.775834
3.7500086,5,4819.776153
3.1032894,1,4824.607882
4.0301557,4,4824.608227
3.861849,6,4824.608443
3.4657645,24,4828.121776
4.3996525,7,4828.368046
1.2986695,1,4831.042288
3.8631148,10,4831.123549
1.8280685,2,4836.25255
4.0789905,4,4840.196405
3.3541365,4,4840.196723
3.6854043,20,4842.846455
3.3362823,9,4845.355106
3.4097204,22,4845.355417
3.9243526,6,4846.259677
4.2310104,13,4846.5136
1.278892,3,4847.36236
3.5791101,7,4847.362737
4.217743,11,4853.711906
2.6103773,3,4853.881898
3.926777,4,4857.152581
3.8984594,9,4858.87948
1.6450728,1,4861.206253
3.6016324,14,4866.996606
3.7152278,33,4869.988089
0.34565,1,4871.811483
3.0582376,9,4872.877555
3.9106922,3,4874.073992
3.354161,8,4874.279978
3.214452,7,4878.079079
4.2815704,16,4881.898057
3.7067409,13,4881.898391
1.3088095,1,4882.576796
2.9871242,11,4885.725477
3.4743602,4,4886.077882
3.814856,7,4886.07815
4.14802,8,4886.078308
3.6806364,9,4888.576003
4.0511284,5,4888.822042
3.163887,3,4888.822357
0.560198,1,4888.918111
4.1429763,3,4890.174021
2.5163379,5,4895.598961
3.363661,7,4897.384237
3.5750456,3,4897.555998
2.8263624,1,4897.556359
1.7575748,4,4897.556582
2.2994146,2,4901.090567
2.4306035,1,4901.090849
3.9380429,7,4902.998091
3.608504,24,4904.971785
3.0088842,1,4908.138334
3.7888117,5,4908.768861
3.087993,2,4912.610494
3.5538788,15,4914.623423
3.5178463,24,4923.993356
3.5597777,4,4926.021961
4.599976,10,4926.790745
3.9343028,5,4927.053947
3.8565278,53,4927.547672
3.7204795,7,4928.231757
3.4803193,1,4929.476269
3.6532483,4,4931.031156
3.1598382,5,4933.373005
3.6127164,9,4933.373304
2.532003,1,4934.358387
2.6872249,2,4936.389874
2.0704513,1,4936.631912
3.922808,19,4936.834482
2.2959185,1,4937.133954
2.7640986,2,4937.998765
-0.005,1,4938.061694
3.0288863,11,4938.186661
4.594079,16,4939.944866
3.3741283,2,4941.033555
3.3284204,3,4941.03388
1.2908316,1,4941.0539
2.0751786,1,4944.84381
-0.005,1,4944.844074
3.509776,11,4945.24646
4.6030297,9,4948.708665
2.687158,1,4948.709058
4.3462563,3,4949.174999
3.1450257,3,4951.92358
3.273484,3,4951.923971
1.9268248,2,4952.27493
3.1942234,2,4954.528976
3.1277757,3,4955.028318
3.586145,3,4955.916694
3.6168284,5,4959.275864
3.8523734,2,4959.27617
3.6470766,15,4963.491906
2.0227454,2,4963.948941
2.6972556,2,4965.253197
4.2424054,7,4965.253699
3.6101463,8,4965.644284
2.6827767,7,4969.399986
4.3323836,12,4970.75849
3.5854156,32,4971.864328
4.003136,3,4972.475062
4.128779,8,4972.506171
3.1544595,2,4972.506469
0.45866266,1,4972.916277
2.337891,5,4973.296022
3.3916054,2,4973.957952
3.4438806,2,4975.471658
3.0037272,11,4975.472093
2.8704417,5,4975.472294
2.579604,2,4976.140663
2.5013473,1,4981.43285
3.6122372,3,4982.610421
1.3357433,1,4982.610812
0.5572133,1,4982.897396
3.6595242,4,4983.338751
3.9806306,6,4985.123336
2.8577633,35,4985.500027
4.1149936,7,4989.207636
3.4492624,4,4989.207987
1.2365603,1,4991.87801
4.6084213,4,4991.878322
0.2790681,1,4997.834868
3.569668,1,4997.835236
3.553748,3,4997.835438
3.5396945,3,4997.852292
1.9101688,1,4999.200935
0.5020514,1,4999.201272
3.1258905,4,5001.729073
4.02742,4,5002.255615
2.945289,1,5005.627694
1.2860801,3,5005.628008
3.5163224,2,5009.144826
3.9069374,48,5009.145098
3.7608032,3,5009.724572
3.48815,4,5010.624273
3.0597012,2,5010.624568
2.959864,2,5010.624764
1.2613864,1,5011.189571
3.4900255,48,5011.189832
2.3527746,2,5013.147987
0.9739389,1,5013.148352
3.58738,5,5014.765968
1.6815318,2,5015.877553
3.690151,2,5015.877951
3.7816129,18,5016.059064
3.8908246,3,5018.661909
3.6241386,16,5018.975526
3.886985,34,5019.04877
2.693816,3,5022.457551
2.653741,2,5022.457917
3.359632,3,5025.74677
2.2953596,2,5027.761658
3.844191,4,5028.484322
3.2528431,2,5028.484791
2.8398159,1,5031.232987
3.5964432,4,5036.355302
1.4917678,1,5036.684135
3.5597942,3,5036.684432
3.4817998,6,5038.236441
3.3705313,12,5038.236768
4.0511355,30,5042.47252
4.008739,39,5043.225863
3.2606804,34,5046.423301
3.241483,6,5048.264561
3.9797873,7,5049.518334
1.2854319,1,5049.518687
1.788322,1,5050.04656
4.687121,10,5050.071846
0.8263737,2,5054.289991
3.8294408,4,5056.359017
3.3877165,4,5056.663207
0.43354607,1,5056.663528
3.7273629,9,5056.66372
3.365206,5,5057.392494
3.7537076,2,5057.393897
3.691205,10,5057.590977
2.894136,2,5060.123887
3.9274473,9,5060.438783
3.9852927,3,5060.51554
3.0477445,1,5060.515884
1.190913,1,5060.692867
3.1697137,4,5060.693119
3.8839166,3,5061.824788
1.5717131,1,5063.197989
3.4513354,2,5063.219609
3.2736456,5,5063.220855
3.7294848,24,5064.755455
4.271094,17,5066.013732
3.067025,2,5066.032263
3.356486,7,5066.032524
0.4156805,1,5066.750507
1.2824006,1,5068.111367
3.1371791,3,5068.422353
3.220921,17,5070.249081
3.73306,7,5070.8096
1.0529824,2,5072.333447
4.0306134,5,5072.333887
3.3033867,4,5075.740723
2.5208378,1,5075.741102
3.6590576,2,5075.741284
2.5187547,2,5076.005835
3.186601,2,5076.238116
2.85514,56,5077.137258
2.312622,2,5078.549978
0.44519648,3,5078.550302
3.0766084,1,5078.550515
3.7960432,3,5079.102746
4.4505243,5,5079.103034
3.8552184,8,5082.030212
3.1389728,1,5084.320998
3.1343973,1,5084.32134
3.8705084,4,5084.412602
3.6065834,2,5087.952834
3.0377753,4,5088.168183
2.8313737,7,5088.168483
3.1758244,4,5088.555064
3.256999,3,5088.74038
2.1950936,1,5088.997413
2.77439,3,5089.240402
3.7222717,4,5091.692229
3.7235284,26,5092.670377
4.386802,8,5096.881373
2.7547905,1,5098.790183
4.1613293,2,5098.790503
3.4200962,6,5098.971346
4.3185797,5,5106.039615
3.8111975,5,5106.832425
4.1159015,13,5113.507393
3.128992,13,5114.057229
3.6249845,8,5114.057585
4.1916437,7,5114.057777
4.007124,9,5114.377835
3.8675332,10,5114.385265
2.0645466,1,5115.30581
3.6592925,5,5117.375135
2.6229336,2,5117.464962
0.41254994,2,5117.465293
3.3724098,2,5117.465488
3.6681697,2,5122.650632
1.7642581,2,5123.950955
3.131283,2,5123.951243
3.6752741,4,5128.823603
2.5242987,2,5129.197625
1.2159545,1,5130.089594
3.5014057,6,5132.362832
2.6960917,1,5134.777962
3.5048807,2,5134.778274
1.0083379,1,5135.70909
2.487386,2,5135.949135
3.6771579,15,5137.9423
3.2919962,9,5141.06195
3.2970736,5,5142.75055
2.8718343,10,5142.750894
3.6782994,28,5143.114521
2.6441526,1,5146.458668
4.035792,5,5146.459045
3.4243498,7,5146.910229
1.635953,1,5147.236162
3.4986014,4,5148.613161
3.8468676,20,5149.417162
3.9785671,4,5149.564553
2.3900084,1,5149.790717
2.2200365,1,5151.185279
2.980617,1,5151.649079
2.5367815,2,5154.592522
2.6754644,1,5154.59283
2.783547,3,5154.598496
2.02913,1,5156.396538
3.5310504,39,5156.396932
3.9043715,28,5159.014302
3.3660731,4,5161.265098
1.6035424,1,5161.265453
2.70138,2,5161.425884
1.2934078,1,5161.506023
-0.005,1,5161.506343
3.6546543,17,5166.018022
3.5810657,10,5171.238667
4.4913735,5,5171.239096
3.2327158,7,5173.537341
0.5896028,1,5175.837467
3.454024,55,5175.91099
-0.27147353,1,5179.825663
3.3683758,2,5181.847235
3.3996933,4,5181.847676
4.190053,8,5184.493193
4.3335423,3,5184.579212
3.8761137,7,5184.965861
2.5308816,2,5184.966205
3.7348182,8,5185.77545
2.6699822,1,5186.805672
3.3198965,2,5187.780567
1.3601639,1,5187.780937
4.0212646,25,5187.801948
3.7308233,3,5187.802264
3.6359394,2,5191.51926
3.087885,5,5194.004328
2.2265913,5,5194.310355
3.1746814,3,5198.458566
3.4356158,4,5199.594871
2.863404,6,5200.284031
3.963386,3,5200.695821
4.1097903,58,5201.12397
3.2850988,4,5205.815531
3.709812,34,5207.104972
3.6870644,6,5207.105258
3.1341438,6,5209.393865
4.298509,4,5209.779896
4.1481385,5,5211.519599
3.35163,4,5213.287181
1.4823456,2,5213.696566
0.96256894,2,5214.300729
3.2085326,4,5214.301024
3.2023523,3,5214.301204
2.6788058,2,5216.771135
1.5287979,1,5216.771497
2.1029506,2,5217.545313
3.5179477,3,5218.62273
3.4568996,3,5220.623639
3.5610788,6,5221.409658
3.2305436,35,5221.409939
4.166681,4,5222.496501
3.2370207,4,5222.496982
3.3436203,3,5222.773183
3.5534232,21,5225.724953
3.1152952,2,5226.662755
3.1036174,2,5226.826169
3.7553825,14,5228.031984
0.3673008,1,5228.614878
3.3642118,21,5228.882594
2.7728434,1,5229.876806
3.799739,8,5232.869853
0.29368302,1,5232.870197
4.2429357,5,5232.870404
0.7631717,1,5233.9174
2.3479288,2,5234.189234
2.996542,9,5238.010434
2.8528717,2,5238.010839
4.063116,6,5242.639809
3.0548012,4,5244.076471
3.6109617,2,5244.969086
4.0806584,6,5244.969439
3.5871239,5,5244.969622
4.1511393,4,5246.272338
1.5848677,3,5247.501339
4.1344,12,5248.253846
2.608086,1,5248.542813
4.034177,4,5248.543128
2.50343,1,5248.814406
4.632376,14,5254.509535
2.500593,2,5257.156227
4.0785046,12,5260.054783
2.9333706,6,5261.995971
3.5631297,4,5261.996294
3.2417264,9,5264.313622
0.3926302,1,5264.313998
2.2492304,2,5265.33904
-0.1150814,1,5265.339362
2.7462847,1,5266.189881
2.4143531,2,5266.190188
0.70413065,2,5266.463125
3.5316463,30,5271.725606
4.217004,8,5271.726047
2.277537,2,5272.954192
3.1100535,3,5272.954524
1.6991429,1,5274.286883
4.2061954,15,5274.287257
3.797192,6,5275.607271
3.6814897,20,5275.607586
3.0907946,3,5280.590349
3.8132253,3,5285.988666
3.9319048,16,5286.447963
3.823793,19,5296.960452
1.2668489,1,5298.815845
4.1463366,9,5301.118881
4.1473923,12,5301.552793
4.0543036,14,5303.496943
3.1599405,55,5305.411994
3.4278603,12,5307.982791
3.8550498,6,5308.527932
3.8822746,13,5311.63946
3.199804,16,5312.345836
4.0407944,15,5314.293116
4.3912416,23,5314.566467
3.9656966,14,5314.926111
1.6647804,2,5314.926469
2.6650927,1,5316.448278
3.347918,2,5319.846725
2.948642,3,5320.117689
4.162136,31,5320.2036
2.8736267,6,5332.163845
4.043069,7,5335.38254
3.855008,10,5335.801303
3.5115812,5,5335.801591
3.5690658,8,5336.714123
3.4932196,3,5336.714493
3.893945,6,5336.918187
1.2901367,1,5339.025002
4.0707626,5,5340.776779
0.78789735,1,5345.208645
3.193757,3,5345.209045
3.1400924,2,5347.892877
3.872414,7,5359.358883
4.34917,10,5360.861535
3.3104987,26,5362.288501
3.2786863,5,5362.288874
2.9518955,1,5363.250437
2.1587589,2,5363.455133
3.73216,51,5366.263915
4.081364,12,5367.771067
3.2655349,6,5368.068928
3.3079684,10,5368.069233
0.13211785,1,5369.723645
0.82268447,1,5369.723974
3.8999283,3,5372.666269
3.382747,22,5373.39001
4.307163,2,5374.036023
3.69179,14,5374.482935
4.349492,26,5374.483222
3.615059,6,5377.88622
3.7004638,3,5385.149645
4.0310383,7,5385.15
4.4335327,5,5385.468205
4.1702194,5,5390.721126
2.235685,1,5391.038123
1.4375542,1,5391.388647
3.864761,17,5392.414332
3.8165894,10,5392.414728
4.1097097,5,5392.414916
4.108228,28,5392.919339
4.0135345,6,5395.159297
3.1348286,3,5396.467434
3.6507208,10,5396.467689
2.5614424,1,5396.769511
4.0163226,8,5398.631887
3.8967664,27,5402.742874
2.9436145,2,5402.743186
3.1737707,18,5402.778686
3.385553,6,5402.779065
3.6550179,16,5403.965648
1.6001981,1,5405.411382
1.6669894,2,5405.411689
3.8776531,15,5406.503765
3.925419,4,5414.895951
3.7530239,3,5418.228733
3.8009064,2,5420.143409
3.4305453,6,5420.143842
4.248058,9,5424.773041
4.482277,7,5425.005831
3.9677174,7,5425.006131
3.0156515,4,5427.685472
3.5942993,24,5429.145843
3.5245342,22,5429.517128
4.128174,4,5429.517484
3.6643097,7,5429.517684
4.0150146,3,5438.115476
2.2570882,3,5438.115863
3.3588593,5,5438.971321
0.68448263,1,5438.97167
1.9744087,1,5438.971837
3.5208867,6,5439.307919
3.326409,14,5439.544295
2.5543487,6,5440.107213
3.047988,2,5440.107527
3.5270486,3,5444.306458
3.7457573,4,5444.521105
3.2421927,2,5444.818551
3.8678036,3,5448.915009
2.9745731,5,5448.915324
3.4727533,3,5449.214229
3.8436475,16,5449.45159
-0.094557725,1,5453.018919
4.4619584,7,5453.019283
3.795819,23,5455.429945
1.2365603,1,5455.748013
3.745595,15,5459.737993
4.213128,7,5462.967308
3.8352096,13,5465.64878
3.919904,5,5467.943086
3.6595013,3,5471.949884
4.4924474,8,5474.075449
3.012724,2,5474.279736
3.4384181,5,5474.985431
4.173031,8,5475.242402
1.7961543,2,5475.242728
2.9282038,2,5479.490507
3.6344068,4,5479.870627
3.5938735,16,5479.927166
2.5891416,2,5482.704883
3.0581453,11,5484.667503
3.734543,16,5486.263689
3.1913285,2,5488.110854
4.064313,4,5489.41559
3.5508258,6,5489.415962
2.3755376,1,5489.808568
3.8316274,7,5493.761766
2.933621,5,5496.605131
3.8691628,12,5497.477516
0.46545038,1,5497.477913
2.629808,2,5497.934885
3.136227,5,5498.977856
3.6082127,3,5498.978146
3.7453413,4,5498.978319
3.0376413,1,5499.485125
2.5688403,2,5504.049494
3.218854,16,5504.355591
2.8242836,1,5504.355923
4.549829,32,5504.614762
2.6373262,72,5505.526014
3.5579472,8,5508.777628
3.5766091,3,5512.599199
3.3254304,4,5512.959904
3.5552883,22,5512.960361
3.9066195,3,5521.008391
3.9405565,7,5522.423586
3.2823334,4,5522.423996
3.9647193,6,5526.00422
4.4832997,14,5526.00456
1.6815212,1,5526.889869
4.3783712,6,5531.574552
0.40944144,1,5531.811795
3.341885,11,5535.248194
3.9011097,9,5542.786476
3.6970642,6,5548.168636
3.389341,8,5548.168993
3.6218967,4,5548.169183
2.003832,2,5549.75445
2.6845787,3,5550.015308
3.3497696,4,5550.832153
0.69336677,2,5551.117495
3.6083548,5,5555.413568
3.6162565,27,5555.857931
3.8798916,17,5560.565464
2.6152947,1,5560.565854
2.8986623,2,5560.590087
3.6586077,4,5560.790959
3.87524,14,5563.247974
3.711396,10,5565.640308
2.7040153,3,5568.707474
4.104936,3,5570.225834
2.9127214,4,5576.014322
3.8926327,29,5581.139995
3.780392,22,5581.140247
4.1333275,11,5584.717781
4.0684037,5,5588.916697
3.068233,1,5588.917075
3.8157513,4,5588.917298
4.1316357,12,5591.526237
1.1096293,1,5593.062382
3.2267356,3,5594.416774
2.2860656,2,5595.868161
4.360606,4,5599.181427
3.513266,6,5603.875277
4.4189696,14,5610.051959
3.5632632,34,5613.887674
4.354177,10,5620.811079
2.9296055,22,5620.811376
2.5264482,5,5621.242654
2.754922,3,5621.243004
3.5077062,22,5622.703623
3.5412924,26,5622.704071
4.0221696,8,5627.401437
1.9274968,1,5627.401838
3.451982,56,5627.895139
2.303105,3,5629.541188
3.9248705,34,5633.457408
3.0637255,2,5637.320975
3.7461877,8,5638.111678
3.7494445,4,5638.112041
3.9237137,28,5639.997239
3.3904383,4,5640.796558
4.000577,7,5641.89295
3.8921707,25,5641.893225
4.2789087,10,5642.711937
3.7851534,5,5642.712198
2.9716306,2,5643.472063
1.380455,1,5645.302174
2.5166848,3,5648.387964
4.3714423,7,5648.578432
3.5427966,6,5648.95014
3.9354436,44,5648.950511
4.6192465,4,5655.369055
2.2138891,3,5655.36941
3.1342866,3,5656.338212
4.352837,6,5660.880821
3.9802036,8,5666.915653
3.6931038,8,5667.613042
3.1660788,4,5669.181249
3.9013388,4,5672.935208
3.4948468,8,5673.377662
2.789214,2,5673.855339
3.105271,5,5679.008621
3.776129,11,5681.486682
3.4113736,10,5681.487082
4.123836,6,5685.095676
4.301183,14,5686.174358
3.7236147,6,5690.61893
4.252658,8,5690.812041
3.5923986,9,5691.959594
3.1446278,19,5693.030423
3.7410338,28,5693.619664
2.2121782,1,5693.852758
3.0179737,1,5695.865842
3.5645175,24,5697.770351
2.7308815,10,5698.594346
3.7576158,5,5705.783767
3.7367458,4,5711.538281
4.1475368,5,5712.877897
3.502673,9,5712.87827
4.378889,6,5716.761212
3.4527729,13,5717.767531
2.5674489,7,5718.80571
2.3952372,1,5721.606523
2.939554,5,5721.757181
3.3923795,4,5722.082907
4.176079,5,5722.083247
3.8951128,11,5722.377033
4.092369,2,5722.945928
3.1329696,3,5722.946225
3.0804813,6,5733.883987
4.3817925,37,5737.840561
3.6971898,4,5737.926336
0.57992744,1,5738.216547
2.0130205,5,5738.624513
2.4457285,1,5739.39813
4.0733747,5,5739.553618
3.7169867,24,5740.092496
2.7975,3,5746.8933
3.3948166,1,5750.787209
3.9710367,31,5751.899805
4.0034184,11,5752.659416
3.0469258,7,5754.190621
3.8243046,5,5762.210858
2.6555398,12,5762.211202
3.6269243,3,5767.441103
3.123854,5,5767.441478
2.8605726,3,5774.526622
3.7563562,6,5774.526954
1.4540108,3,5774.527061
3.888225,10,5775.864703
4.2433553,10,5776.67138
2.972287,2,5777.076686
3.1496303,1,5778.045924
1.0383987,2,5782.109429
3.9971244,9,5782.109807
1.3903326,2,5785.674031
5.006849,4,5789.043465
0.81530434,2,5791.883326
3.3048775,49,5800.159263
3.2732472,18,5804.006855
3.73284,44,5808.197525
4.2283654,10,5811.598019
4.314637,10,5813.101301
3.5766466,49,5815.588925
3.8974135,3,5817.628826
3.566464,5,5821.067636
3.4433808,2,5823.073281
3.9470181,10,5823.073885
4.2995086,5,5829.469353
4.664903,10,5829.664398
4.03222,44,5833.854289
4.3366747,7,5835.678342
4.1096134,5,5836.17154
4.0868564,13,5837.088224
3.1826565,3,5837.755785
3.7173817,32,5837.756017
3.0422661,1,5837.756161
2.1188684,2,5840.452415
3.44299,36,5842.414501
3.9478514,8,5842.833419
-0.038095854,1,5843.184024
3.8826106,7,5843.18437
3.8366473,3,5843.184573
3.112731,10,5847.336582
3.5741618,2,5851.186011
3.4794712,4,5854.087385
4.4969096,5,5857.556091
4.0151987,5,5858.987065
0.6681674,1,5861.67532
3.7309911,6,5861.675593
2.490873,2,5863.628129
3.7696679,4,5867.41185
2.644509,2,5867.412169
3.9714878,47,5871.44578
4.05074,12,5873.312725
3.6518862,2,5873.945232
3.1142683,3,5873.945549
3.6282754,3,5884.750909
3.9218655,12,5884.751271
4.2915487,4,5886.327747
3.693342,24,5889.352833
3.1467729,1,5890.52246
3.20824,6,5890.522865
3.262189,1,5892.967618
3.6177747,12,5895.74816
4.1846952,18,5901.383348
3.2855284,4,5903.358229
0.46599716,1,5904.146902
3.6670866,20,5904.863876
3.3308733,6,5906.812989
2.4381335,62,5912.971278
3.3829567,5,5919.11347
3.9395592,4,5923.781706
4.170441,7,5923.782102
3.766674,5,5927.80461
3.5580544,14,5932.848821
3.0307295,11,5936.861089
2.7595043,6,5939.710317
2.4131002,2,5941.58434
2.6094081,82,5942.051697
4.1259747,20,5944.788815
4.450747,11,5946.7124
3.7079136,45,5949.63646
3.8095236,39,5955.022521
3.7207286,12,5957.802491
4.0464444,7,5961.188799
4.7237244,10,5962.122891
3.103226,37,5964.962002
3.8428936,12,5968.930071
3.1198027,1,5971.08083
4.080045,20,5973.700742
4.3275666,8,5975.895667
3.4480033,6,5977.795065
4.1357694,7,5977.795319
2.9002795,1,5981.735268
2.4409046,20,5983.657874
3.1970294,50,5986.791354
3.9870808,7,5986.791661
4.1894193,5,5986.791835
3.6379392,3,5986.932558
3.5403247,9,5986.932911
2.5924933,1,5989.291974
3.332558,28,5995.862056
4.0763764,5,5996.240303
2.7340827,1,5996.242917
3.5411983,3,5997.395952
3.8601255,4,6003.319832
4.017927,6,6004.41178
2.8007338,5,6005.313863
3.2149754,17,6010.629353
4.351049,7,6012.60646
4.2642255,4,6015.450048
3.9604232,8,6018.411548
-0.010336847,1,6018.41202
2.573083,1,6018.82232
3.2771842,4,6018.822698
3.5520449,3,6019.05028
3.5254915,20,6019.050575
1.4442462,1,6019.246526
2.4803596,2,6019.24686
3.2732646,9,6020.809703
2.8558795,1,6021.391075
3.50775,4,6023.202356
1.1470151,1,6023.202685
1.3953196,1,6025.833968
2.963754,4,6027.529127
3.895234,7,6029.354553
3.733632,21,6031.297767
4.3487506,9,6032.526341
4.029333,14,6034.918769
3.8420687,4,6035.94924
3.9984283,8,6035.949536
3.1055627,1,6035.949642
2.7263105,1,6042.000463
3.4931056,23,6043.706875
2.9108515,3,6043.707145
3.527799,8,6043.922509
3.3397465,27,6048.005633
4.12539,4,6048.005931
2.4813406,2,6050.497699
2.4360554,23,6050.497931
3.9169261,12,6050.498058
4.0252924,5,6051.729079
4.1503167,7,6053.918702
3.133145,1,6053.919066
-0.005,1,6054.21837
2.7560234,1,6054.218683
3.7972672,8,6057.456505
4.691854,4,6064.704972
4.245489,4,6066.75535
1.558713,2,6067.780121
4.3297462,6,6074.069265
3.201072,7,6074.125078
1.756682,2,6074.125447
3.4747138,12,6075.662231
3.0820727,6,6079.627935
3.550964,32,6084.494231
3.3774097,4,6085.022739
3.7132964,7,6085.211354
2.9603157,1,6087.04564
4.7325983,4,6087.045903
3.044275,6,6087.168728
2.9188032,4,6087.169054
2.60105,1,6088.871382
2.7028239,1,6088.871634
3.253551,32,6092.983799
3.5267017,2,6093.296331
4.4139605,8,6093.296594
3.4348223,8,6097.617526
4.1273084,31,6099.308103
3.1701493,4,6106.318141
3.5713663,3,6106.717647
3.7106872,5,6106.719156
4.070709,4,6109.682976
2.7680094,2,6110.415406
3.9308531,5,6111.045485
4.038139,12,6111.045916
3.6931458,24,6111.396668
3.869698,2,6112.900149
2.9078841,5,6112.900492
3.9055097,10,6113.321764
2.4048657,2,6114.668979
4.2266593,9,6115.486424
3.3129425,25,6116.611044
3.6917393,7,6116.611391
3.7107484,13,6119.174971
1.4559268,1,6120.281728
3.5725508,19,6120.933868
4.0006094,4,6123.077831
1.7805026,1,6127.201493
3.6898763,14,6128.530306
3.200797,3,6129.529181
3.4590843,51,6130.112981
3.4792166,5,6131.581517
3.9243326,3,6138.126665
3.6455963,11,6139.457818
4.1713533,6,6140.217071
3.195914,4,6144.409124
2.4928014,6,6147.902906
4.2288227,11,6152.355946
4.1111727,16,6156.966524
3.9915051,8,6160.653538
3.2636907,11,6161.138772
3.4093974,9,6166.231421
3.0596354,3,6166.231773
3.335359,2,6170.171831
2.0202267,2,6170.172148
3.8619657,10,6171.398695
3.516472,12,6178.736406
3.5594034,3,6179.330622
1.2586774,1,6183.918098
3.611546,26,6186.982797
3.4840264,9,6191.989461
4.8380694,10,6191.989758
3.3891613,2,6194.402549
3.535818,5,6194.490494
2.9570365,2,6198.849362
3.3993237,5,6199.022961
2.75563,11,6205.74599
2.2326636,3,6206.037081
4.3737226,11,6208.378791
1.982761,1,6209.830409
3.7271428,8,6211.508166
