"#{""t_start"": 1766644727.1364343"," ""env_id"": ""None""}",
r,l,t
3.421683,9,6788.512946
3.546785,8,6789.723721
3.2669885,59,6793.459556
4.3943744,13,6795.376484
3.7356384,2,6803.832458
2.232399,4,6804.610444
4.0758557,17,6806.527922
3.556227,4,6808.170048
3.8651676,2,6810.797475
3.8087118,5,6814.12922
4.191519,9,6818.418374
1.6570151,1,6820.083961
3.716297,12,6820.298222
3.523342,8,6820.842703
2.5125408,2,6821.462802
2.895866,14,6825.729404
3.5797343,2,6829.664547
3.724132,6,6830.534265
3.542609,3,6831.406373
3.0892887,8,6835.909329
3.1692863,3,6836.072143
3.8501182,5,6836.072456
3.0975046,2,6838.660864
4.5659356,7,6842.825648
1.7551869,1,6843.023776
4.788315,7,6845.917457
3.526906,30,6856.894135
4.652817,6,6858.179992
3.6642191,14,6858.180355
3.961454,5,6858.771287
3.7737467,11,6868.025323
3.610423,5,6868.955435
3.9810448,5,6869.310877
-0.005,1,6873.015793
2.4054854,2,6873.016067
3.9450808,21,6876.980922
2.8496685,1,6885.468943
3.5301878,9,6893.477101
3.3991437,3,6899.750783
4.2322607,12,6901.544465
3.3511205,10,6901.544756
4.290999,7,6907.653528
3.070454,2,6907.653868
4.3950114,22,6911.138087
3.8558369,30,6913.387096
3.0429351,1,6914.596301
3.6223261,7,6914.596697
2.311521,2,6916.779816
0.57724565,1,6917.033842
3.570113,12,6917.034206
3.663267,18,6918.967739
3.8009431,3,6921.815136
4.3797035,2,6921.815516
3.3495314,11,6928.358443
3.237914,2,6930.265882
2.6551063,1,6930.266237
3.3566222,1,6931.412821
1.6846476,1,6933.738662
3.077752,4,6934.031839
3.4379432,4,6934.630987
4.0212207,2,6936.532451
4.0164514,37,6936.532752
3.242586,7,6938.214199
3.519669,4,6944.634471
3.5726461,2,6948.047843
3.914983,6,6950.409634
3.5064237,4,6950.410017
3.1882715,8,6951.426401
3.5204575,8,6951.644835
3.3955765,6,6952.669329
-0.005,1,6952.912716
2.4418037,1,6954.140797
3.9629493,13,6954.933079
2.5766017,1,6960.94665
3.3872173,3,6964.641731
3.33337,6,6964.869539
3.7193127,7,6964.869898
3.198833,6,6967.560429
3.5042238,7,6967.762714
3.4642532,3,6967.763061
3.2499948,3,6978.628283
3.1445649,16,6981.383625
3.7716115,26,6985.925144
4.448346,5,6987.946591
3.8338702,2,6992.057597
3.502555,7,6993.462837
3.4253755,63,6997.057291
2.602189,1,6999.729408
3.580293,10,7001.60126
1.514092,1,7002.882594
3.610244,5,7008.036867
3.7396321,13,7008.333417
3.8948143,18,7013.306063
3.2968976,2,7014.553039
4.0015154,20,7015.190243
4.0548816,10,7021.239511
3.9791484,5,7022.660793
2.923652,2,7022.664196
1.3776289,1,7027.571262
3.8224003,8,7027.571616
3.5217943,6,7027.974537
4.3169236,8,7030.689541
4.202233,7,7046.348102
3.5621934,6,7046.348474
3.7342553,3,7053.883441
4.1484714,3,7053.883853
3.0175753,1,7056.172707
0.5057248,1,7056.173051
3.144373,11,7060.449731
2.6807966,1,7060.768517
2.2988558,28,7061.128717
4.479594,3,7068.393111
3.5141647,21,7069.991378
3.504769,30,7072.634157
4.170729,11,7072.63451
2.5623338,2,7074.247792
3.825636,8,7074.248197
3.478986,12,7077.161147
3.1451082,3,7077.817171
2.0506132,1,7079.315427
3.254447,3,7080.296423
3.3848257,4,7082.719393
3.6289313,5,7093.964516
3.6729894,14,7094.440973
3.936247,4,7099.940219
2.9076004,1,7102.323423
3.5910056,17,7107.35613
3.63992,22,7108.274454
1.4008995,1,7108.719074
3.7607,13,7109.100262
3.1244042,3,7115.906557
2.293092,1,7116.328539
3.4568758,11,7120.238838
3.4273305,33,7121.320475
3.4794116,2,7126.748192
0.17355987,1,7127.825611
3.5813527,13,7127.825922
3.1973226,1,7129.20518
4.016265,8,7130.170402
2.8246338,2,7130.170766
3.090789,1,7133.109174
3.905358,3,7137.073645
3.2582169,14,7137.486004
3.418625,3,7142.177325
3.6535702,14,7146.39583
4.017185,56,7148.672138
4.188347,10,7150.786129
3.6588414,30,7150.786458
4.802596,6,7150.786601
2.6747012,2,7151.273862
3.8354993,3,7151.27417
3.365383,7,7155.959655
3.4606273,5,7155.960038
3.6116753,2,7158.269375
3.5029726,2,7158.26974
2.2444887,2,7158.389273
1.5040678,1,7159.121223
3.9411824,5,7162.98773
3.5821502,8,7168.705109
3.680966,8,7168.705478
2.69094,6,7171.736766
2.773396,2,7171.737175
3.098943,10,7173.029702
0.49727035,1,7176.328574
4.1161976,4,7176.328942
3.1082764,5,7180.278861
2.1719177,5,7180.279265
3.27397,5,7183.094972
3.7855983,3,7183.402153
2.9052608,6,7183.402491
3.0151947,5,7189.303384
4.0193057,5,7193.456756
3.4277534,5,7193.457089
2.9898274,4,7193.864555
1.5147583,1,7193.864858
3.3822675,8,7195.49441
1.3389708,2,7195.494827
1.626221,1,7195.495109
3.7009926,11,7200.137738
2.7444434,17,7206.892764
3.837114,15,7211.564483
3.8439317,5,7211.79949
4.2100563,3,7219.281544
4.4501925,9,7219.281914
3.4635415,9,7219.648125
4.107186,37,7219.706491
3.7760627,3,7219.872137
3.6255841,10,7220.027036
2.1751974,1,7220.580404
3.1531003,3,7220.580696
3.3655384,24,7227.212401
3.9547231,3,7227.212812
3.5651202,4,7227.6662
1.9606539,2,7228.321904
3.6620588,5,7233.83448
3.8147116,5,7233.834856
3.8226902,8,7234.100329
1.301741,1,7236.458041
4.125786,3,7237.917049
3.1725574,7,7238.641762
1.7177349,1,7238.642066
3.7411501,12,7240.278112
0.4914192,1,7242.002905
3.698666,4,7242.003275
4.0425386,26,7242.723143
3.5207875,5,7244.129191
0.22371627,1,7244.129538
4.0064125,3,7245.876375
1.2090689,1,7245.876731
0.6861394,1,7248.379006
2.7867193,2,7248.379344
2.9573686,3,7248.37955
-0.2973417,1,7254.908579
0.4186261,1,7254.908943
1.2365603,1,7256.213228
3.9577458,4,7260.503872
3.8732553,3,7260.504237
2.1683023,1,7263.710815
3.7583227,4,7270.560965
3.0667737,12,7274.235221
3.3986723,25,7274.23558
3.3079114,3,7274.83352
4.889648,6,7274.83394
3.5147297,2,7280.87396
3.8372946,51,7280.955646
1.1544836,1,7283.491141
4.4297166,43,7284.441721
3.6156194,14,7285.964034
3.1885421,9,7289.304506
4.0877976,17,7291.091913
3.5603113,7,7296.093146
3.1678889,4,7296.094315
3.2928667,2,7296.094537
2.8257911,8,7299.598177
4.0431004,9,7299.610214
3.499577,9,7307.648424
3.2567832,8,7317.137722
4.142828,8,7317.13811
3.3420205,2,7322.559228
4.44937,10,7322.559658
3.4914114,9,7322.773411
4.239333,9,7324.612921
3.7605553,2,7332.024073
3.7073696,4,7332.024423
1.5140785,1,7333.024605
3.9165454,13,7333.822876
3.5133796,2,7335.858422
3.62657,9,7347.433421
4.0510893,6,7347.517069
4.1532054,22,7347.657032
4.0297866,13,7348.061301
3.718419,5,7351.671488
3.4841065,9,7359.391837
3.9193952,2,7360.763226
3.7123377,12,7362.292875
3.5821545,11,7366.220242
4.2735567,2,7368.513178
4.163313,8,7371.137914
3.9998019,4,7385.297518
3.6278846,8,7389.977365
3.6916559,9,7391.19168
3.3988938,11,7391.192066
3.6239161,45,7393.061757
4.165086,6,7397.702354
2.63773,3,7398.303782
3.952261,3,7398.304094
3.735251,3,7401.693518
1.5711769,2,7404.017018
3.772687,2,7408.064952
3.5032866,22,7412.237616
3.3714747,18,7412.434496
3.4211252,2,7414.834136
3.9921787,4,7417.262304
1.8584265,1,7417.262647
2.8611634,1,7420.524053
1.3567957,1,7420.524433
2.5982811,2,7425.028622
3.472549,12,7425.196076
3.5365953,33,7426.205931
3.5706134,4,7426.399444
3.5105455,22,7426.399886
3.8678346,44,7431.176873
3.8348477,6,7431.177163
3.1881807,15,7433.233359
4.333058,4,7436.494924
-0.34210375,1,7436.495286
3.8644571,6,7440.760368
0.30131423,1,7440.760702
3.942724,12,7442.899135
3.7324512,6,7443.969275
2.6617513,7,7448.815688
0.9695584,2,7449.964926
4.188483,11,7450.37642
2.8272626,7,7458.284126
2.999692,8,7458.284491
1.8329098,1,7462.083256
3.1273975,11,7462.808239
4.1807823,5,7468.461874
3.9335194,3,7468.462188
3.409237,2,7468.462294
3.308248,2,7469.034913
4.2100134,33,7469.525933
1.9723456,1,7473.831604
1.1041981,1,7473.832057
1.7877043,1,7480.101841
3.9865782,14,7480.278775
3.240458,4,7493.949823
2.8449357,3,7493.950169
2.167549,1,7495.744489
3.9407914,3,7495.744898
2.7990403,1,7497.448908
2.0743158,2,7497.449212
2.88317,20,7500.042543
0.6946533,2,7500.666714
2.7965946,2,7503.703395
4.2064414,10,7510.643278
3.627403,10,7511.916549
4.5328197,3,7511.916909
3.306105,3,7517.84522
3.882149,2,7517.845629
3.2971375,42,7527.767704
2.8306925,61,7529.027728
3.2482767,26,7532.303617
2.444582,2,7532.593252
3.4225693,2,7532.593603
3.4672742,18,7533.614934
4.0326514,28,7534.385398
3.9779909,8,7537.287693
3.2231061,3,7544.956621
2.4661334,3,7544.956974
2.2659013,2,7548.735979
4.135251,8,7559.133248
3.7888498,5,7559.617986
3.1216996,8,7560.519015
4.037228,18,7566.067016
3.9549158,1,7569.598966
4.411806,9,7574.667768
3.1855679,6,7577.056977
3.5538661,16,7578.302043
2.5443075,2,7578.636819
1.8862953,1,7578.831159
3.9103775,21,7583.349703
3.271717,2,7585.866536
3.3717606,13,7587.26606
3.457445,10,7589.813335
1.402352,3,7593.859208
1.3931954,1,7593.85959
0.9210758,1,7594.82447
3.2841487,16,7594.824809
3.7783284,10,7604.631292
0.9637268,2,7604.631611
3.6174612,3,7604.631843
3.328972,4,7606.517295
3.4607952,2,7606.517673
1.4654828,1,7607.456574
1.6457813,3,7607.456938
3.0138128,17,7613.831336
2.9812574,4,7626.455795
3.4094188,4,7626.456724
4.646233,5,7626.457069
2.0204418,2,7631.194294
1.9522475,3,7631.477897
4.4464874,39,7634.424774
4.0981197,32,7634.425062
2.4635835,1,7636.782611
3.6096132,3,7637.548542
3.940648,7,7645.59809
3.623481,8,7646.712514
2.7372863,8,7659.95611
3.7520034,20,7663.990423
1.6948657,2,7670.021563
4.3051443,8,7670.35002
0.3213067,1,7670.350302
3.1415925,14,7673.763438
4.266657,24,7674.673946
3.7477374,3,7679.478244
4.0269146,6,7686.58869
3.5378227,20,7691.930977
4.23806,36,7692.177652
3.4746428,3,7695.000785
4.0900636,37,7698.831897
1.732414,2,7700.681661
1.2188152,1,7703.591874
2.8711114,29,7705.346305
3.5908432,15,7717.100184
3.0143425,8,7717.100536
3.705595,13,7717.10072
3.741671,20,7718.37424
3.7381265,45,7718.374578
2.7705119,1,7721.271033
3.6029122,25,7722.044323
4.313314,5,7722.044609
0.6017661,2,7733.005783
2.8257601,7,7733.342736
3.1045659,4,7734.37545
3.9801967,1,7734.655415
2.3552635,4,7737.247046
3.2470515,11,7737.488775
2.5476723,1,7738.388105
3.707747,6,7743.963927
3.216297,10,7749.899211
3.0709646,10,7750.099251
4.0318556,4,7750.099626
1.9330456,1,7750.099869
3.5433147,3,7750.449319
3.213301,2,7751.404856
2.0930507,2,7751.405197
3.7980516,3,7755.798392
2.2939491,3,7755.798957
1.2176825,1,7757.383203
3.2268653,6,7757.891417
3.313817,20,7761.676226
3.0795426,3,7766.971818
3.3298376,15,7774.40433
4.1867676,4,7775.335812
3.228751,2,7776.024212
4.285624,11,7776.02458
2.3033926,1,7777.021343
3.3645325,4,7784.35744
3.8782477,5,7794.640068
4.000408,7,7807.189573
1.1425605,1,7807.538898
0.38946903,1,7807.945265
3.995481,18,7808.214618
3.5746572,9,7810.170165
3.32314,21,7811.239909
3.8558738,20,7811.450859
2.4267745,1,7815.643281
3.1119468,3,7818.877015
4.153481,27,7822.959042
1.8132641,2,7822.959406
3.8971682,4,7824.339036
3.8505385,10,7826.384014
4.041216,32,7827.237705
2.2182963,2,7829.918817
4.0220885,26,7838.647982
3.265959,47,7838.64832
2.4678946,5,7843.129881
3.7163894,11,7850.634189
3.8026848,21,7857.839713
4.026002,14,7858.294645
1.7577821,1,7860.460863
4.250886,25,7866.549432
3.7859037,16,7868.042325
2.5472383,3,7868.042968
1.608165,1,7869.11782
4.2912674,14,7871.525442
3.4795828,40,7871.85207
3.077816,9,7872.367481
3.6983771,29,7876.926782
2.9414363,3,7877.656409
3.335505,3,7880.255601
3.4880614,10,7881.004514
3.3980188,7,7881.050879
3.5505395,5,7885.057214
4.552578,15,7889.194633
4.0695395,3,7895.737321
4.0634794,6,7895.737856
3.3373516,3,7898.305165
4.0748477,4,7898.584392
2.9540443,1,7900.639302
2.6399233,5,7904.199014
1.8271253,3,7910.689909
3.9263213,11,7910.690265
4.267576,10,7912.509001
2.7536826,3,7912.509337
2.591036,1,7915.252612
2.629808,2,7918.918941
3.3431897,3,7918.919253
2.9818509,1,7919.441068
3.5620065,2,7919.441416
3.9000752,21,7919.680027
2.9366438,6,7921.590989
2.799913,2,7921.591296
1.239937,1,7924.721347
3.4676523,3,7924.721704
3.895584,6,7927.830189
1.780849,1,7933.30985
2.250219,1,7935.101737
3.0711997,4,7935.102436
3.3270555,5,7935.102659
1.7964219,1,7936.149956
1.3294544,1,7936.15029
4.3035464,6,7936.347715
2.5226102,1,7943.210593
3.411812,4,7952.807471
4.5253882,5,7952.807847
3.5934346,5,7953.726566
3.3080244,5,7956.904714
1.6922866,1,7959.63525
2.9285219,1,7963.610418
3.607538,5,7963.610736
3.9680345,5,7964.652226
3.7666543,7,7968.632331
2.706219,2,7968.632696
3.3370636,17,7973.195793
1.5545536,1,7974.125078
3.267782,2,7974.342437
3.7997653,4,7974.342711
3.7425706,22,7990.579579
3.7266312,6,7994.389868
4.4166822,5,7994.390204
2.2556798,1,7994.631656
1.993909,1,7994.632028
4.3156066,3,8004.784473
3.7886896,37,8009.50024
1.3315783,1,8011.103395
3.762215,4,8011.821096
3.6209936,11,8013.22636
4.562153,7,8014.887569
2.6635547,1,8015.498458
3.377473,2,8015.498806
3.3355656,22,8019.366844
3.2597752,2,8019.783198
3.6569564,39,8020.794218
3.884532,2,8023.894565
3.2060068,20,8025.259206
4.474318,14,8027.40492
4.308934,6,8034.526177
3.9380975,4,8036.520466
3.7897785,6,8046.225572
3.1089857,13,8046.225973
4.2437677,8,8057.380027
2.3108068,3,8057.380383
0.24657278,1,8057.622726
4.0553994,9,8058.471079
3.6815853,2,8058.471419
1.5341467,1,8061.882548
4.6217647,8,8064.155379
4.1460385,13,8064.155812
2.970411,3,8067.546322
3.302068,2,8067.546708
2.9673338,1,8068.357798
2.919158,2,8071.196531
2.6158402,2,8076.713944
3.687031,14,8077.376471
3.6828187,1,8078.514841
3.314804,2,8079.043781
3.1218429,3,8081.287723
1.8817708,2,8089.224643
3.6899054,15,8089.477437
3.7200913,57,8089.641627
3.9875412,13,8092.722864
3.4064689,8,8093.831948
3.3340409,4,8093.83248
2.5848033,3,8096.397245
3.2063434,3,8097.252854
1.148225,1,8097.607499
2.819591,3,8099.652695
1.6508781,1,8099.653069
3.7640908,6,8099.930071
0.29374385,1,8099.930512
3.4968858,63,8100.153876
-0.005,1,8101.835119
2.4528742,2,8104.668818
1.9407156,1,8104.669126
3.775411,4,8107.127903
4.2283654,15,8109.307557
3.9740736,6,8109.307863
1.6456825,1,8109.736771
3.1372542,22,8114.071034
3.7127936,4,8114.102919
3.3283668,58,8130.146162
3.857587,6,8132.407185
3.6905544,7,8133.620822
0.76351523,1,8137.856974
3.5531259,16,8139.85126
3.338,10,8141.363141
3.525503,3,8143.183801
2.5614424,1,8144.155396
3.5958679,24,8144.155786
2.8084638,1,8144.492519
3.482192,2,8146.984851
3.5944064,9,8157.643367
3.6060772,22,8157.643888
1.374078,1,8159.360986
0.5060383,1,8159.361328
3.5126317,13,8167.237875
3.4782565,5,8172.587377
3.5899298,6,8172.587727
2.3657231,6,8172.587938
4.442424,19,8180.669333
4.2551603,9,8188.369285
3.7165608,27,8200.729078
3.4515634,30,8200.729341
2.5651693,1,8203.015101
2.104562,1,8206.05802
4.0417542,7,8206.058257
3.9600074,10,8212.507288
2.6847234,11,8212.813564
2.7236154,1,8212.81393
3.9533157,12,8213.869335
3.1376882,27,8213.869644
1.6630452,3,8217.761621
3.234523,2,8225.272101
4.0083694,5,8225.424588
1.2404909,1,8225.671461
4.0233984,24,8225.671685
3.2583752,6,8226.210054
1.1877046,1,8227.169459
3.312698,8,8237.94739
3.0535226,3,8244.245425
2.2384484,1,8244.245821
2.952081,5,8244.246021
3.3400161,2,8259.001682
2.8229287,40,8261.470383
3.8079112,3,8262.244908
2.792882,3,8266.868443
3.3732493,6,8268.253083
3.3895462,2,8268.680299
3.274725,19,8268.680648
2.7781541,2,8272.707474
3.7870445,6,8272.707855
3.729859,13,8283.350517
3.9531288,1,8283.351054
2.71876,44,8289.802162
3.8866735,26,8295.059445
3.6040947,5,8296.003827
2.884089,3,8298.200441
0.9770944,1,8299.2487
3.966421,27,8300.347136
3.7207506,4,8305.22402
3.334978,7,8311.203887
4.2128882,4,8311.204246
2.2276626,7,8311.511477
2.898005,3,8311.511808
4.030579,4,8328.438893
3.6322222,14,8337.032301
3.976741,6,8341.633658
4.180641,7,8346.03491
4.0287395,6,8346.035255
3.7090545,6,8346.035462
2.317403,2,8347.111559
3.4808419,3,8349.874533
3.4039426,3,8349.874911
3.8645246,12,8351.063076
3.300641,2,8352.986539
3.6971915,6,8354.706466
3.766674,30,8357.45537
4.5501733,5,8361.9756
3.3965797,3,8364.656815
3.799371,4,8368.833841
3.1088703,3,8368.836034
3.3668964,10,8370.137498
3.1899948,4,8370.710272
3.2314131,3,8370.710601
3.2879345,39,8373.249838
1.7018571,2,8374.946137
4.5682025,8,8386.302561
3.9574664,7,8388.569888
3.8137355,3,8388.688364
3.6252468,5,8388.688789
0.64363587,1,8388.888891
3.691631,17,8392.240296
2.537705,2,8396.289284
3.9601607,39,8398.07699
0.6629668,1,8399.254008
3.6974134,19,8403.193626
1.993754,2,8403.194058
3.240069,9,8404.513256
2.4734075,6,8404.51365
4.068947,8,8404.783611
3.4109333,3,8409.470155
3.8615575,12,8409.61569
1.7546698,1,8409.97261
2.2505476,15,8410.527004
3.5605414,3,8421.484147
4.1698966,5,8421.484392
3.7751117,14,8424.653959
1.8229682,1,8425.53214
2.7413006,5,8426.891705
3.3098428,4,8435.819351
4.229199,17,8442.024002
4.138459,10,8444.863912
2.9624972,72,8445.601384
2.9861445,12,8445.601781
1.5193281,1,8445.849181
2.850514,1,8445.960784
3.617727,5,8449.720006
4.0986066,14,8449.720363
4.19065,32,8456.740595
3.8591833,4,8459.12647
3.6180778,12,8459.126929
2.4642446,1,8462.108802
4.0958676,3,8462.109582
3.567847,8,8466.335505
4.328708,8,8470.287485
2.0739954,2,8474.246487
4.084121,6,8480.869997
4.113247,16,8485.583711
3.7678745,7,8488.564792
4.0718007,3,8494.524832
4.1552873,3,8494.723595
3.2207258,7,8496.100697
2.7069619,2,8500.823918
2.8056912,5,8514.737307
3.5148437,15,8514.993663
3.9128225,6,8516.370862
2.5403006,17,8517.59066
4.0772142,4,8519.905647
3.6190398,27,8520.521914
4.130279,25,8521.5168
2.1999989,3,8522.457402
3.8642817,4,8522.457731
2.525142,2,8541.949429
4.4882383,4,8541.949767
2.7634938,2,8549.108111
3.6225195,5,8549.108493
0.6991665,1,8549.485804
3.4345782,7,8554.848675
3.557106,19,8555.168384
1.6649417,1,8555.770739
3.042425,1,8558.946668
3.6035364,4,8558.947065
0.81101686,1,8565.019199
3.4804702,5,8568.468314
3.664445,1,8581.26831
3.0646753,38,8584.879905
2.7301424,16,8584.880222
4.240601,7,8584.880316
3.3536153,3,8586.217376
3.7495933,4,8586.217799
3.8346026,10,8586.217937
3.0344021,1,8586.218066
3.1346068,1,8587.402081
2.8256419,1,8587.402431
3.8319454,2,8587.767421
2.1974974,2,8587.968193
2.6943777,2,8587.968544
3.645146,3,8587.968769
2.7786784,1,8590.722773
2.4356,2,8591.017401
1.2632723,1,8591.333848
2.8941286,2,8591.33415
2.5614424,1,8593.921542
1.606467,1,8593.921927
1.5504204,1,8596.791836
3.4119093,5,8602.563956
3.549128,5,8602.564306
3.614498,3,8603.271039
3.8179512,9,8609.960997
3.8873916,12,8612.658209
3.5208807,3,8612.658501
1.9031986,1,8616.665333
3.1824899,4,8619.42557
2.5930104,3,8620.086972
3.8757658,12,8631.629002
3.2060282,6,8642.440752
3.7652988,11,8655.15637
4.2615056,4,8668.374671
2.6294115,52,8670.382534
3.8874395,15,8673.351792
3.8462675,11,8673.612897
3.665594,18,8673.613351
2.5863683,1,8677.08857
3.775374,2,8682.359524
3.4026608,4,8682.58165
3.178834,5,8682.582122
1.4771065,1,8682.852515
3.2013211,51,8688.895203
3.59365,3,8689.990654
-0.049308382,1,8689.991043
3.333385,2,8696.670202
1.6145515,1,8701.81361
3.7418761,21,8701.813981
3.6157117,46,8702.283139
4.460765,15,8707.43619
3.7433739,6,8710.428267
2.9668741,71,8712.273736
4.1225142,6,8712.442832
3.1296008,4,8714.062541
4.24884,9,8714.063931
3.2965574,2,8715.835114
3.2203798,2,8719.262336
3.532091,7,8720.619525
2.1388137,3,8731.724875
4.022748,6,8732.160891
2.3751063,3,8738.571599
3.7417455,4,8738.57196
4.389809,18,8743.472781
3.4772167,2,8748.91952
3.6910782,3,8749.147203
1.7058085,2,8751.056263
3.208878,41,8756.606776
3.5774536,2,8758.718861
3.6775095,14,8766.041417
3.3692813,3,8766.041809
3.9434428,13,8768.259715
3.0989296,3,8768.617014
3.0794837,17,8776.64396
3.0183423,5,8776.644341
3.7378347,7,8779.841445
4.605733,20,8782.595896
4.0765715,3,8783.485283
3.2727768,5,8783.485676
3.6266587,6,8783.740859
2.6525512,1,8783.741188
2.4008508,70,8791.650388
3.0931525,3,8801.080497
3.4861174,3,8801.080858
0.30093548,1,8801.608271
3.1648893,11,8805.254478
3.5237164,7,8806.070244
3.1035953,3,8809.052207
3.9358857,19,8809.576939
2.105954,2,8809.577592
5.200026,20,8818.906036
1.4451791,1,8819.825148
3.9197993,30,8819.98921
3.647565,2,8822.111922
3.6136327,3,8828.961014
3.3121035,8,8836.91091
4.1654024,12,8837.094638
4.0492253,4,8837.337889
2.5445728,3,8838.08306
4.1346235,4,8838.435898
3.251228,2,8845.351391
3.4375339,8,8846.134391
3.8330214,8,8846.169337
2.964803,2,8846.800663
3.251832,4,8848.439901
2.3520324,1,8848.440241
3.387365,17,8848.644407
2.0420053,3,8851.142284
3.357836,24,8851.873912
4.086099,4,8855.964944
2.0786655,2,8860.866154
4.275818,8,8860.866419
4.3971224,3,8862.765047
2.1637883,2,8862.765406
2.844804,52,8862.845412
3.7436569,3,8866.742616
3.250288,3,8868.086029
3.6383986,3,8868.086394
1.4490123,1,8871.327979
2.7191157,1,8871.328321
3.486649,20,8879.380232
3.7470627,18,8879.38063
2.5360203,1,8879.709967
3.579855,4,8879.710689
2.4674888,1,8879.710997
0.4583497,1,8879.938108
1.6966968,1,8879.938534
3.4131331,7,8880.429035
3.8600123,34,8882.479985
3.8598075,3,8882.480477
3.923553,7,8885.541249
3.0466669,5,8890.239909
3.661822,3,8892.415659
2.9431086,2,8892.723087
3.7100244,6,8892.723421
3.6072996,7,8894.234636
3.3311338,2,8896.872269
4.13207,31,8898.699287
4.0604453,4,8901.274317
4.6059184,9,8907.640851
3.001153,4,8907.777833
3.9082875,2,8907.855984
3.789177,13,8909.704093
4.299325,7,8911.613505
4.1897216,8,8911.645875
1.8657299,2,8911.646302
2.8106642,2,8915.633953
4.1830535,12,8917.288184
3.724147,7,8937.050999
3.7046146,24,8946.961714
3.5938468,9,8949.407727
4.068104,5,8949.408122
2.158341,1,8953.195307
1.0797462,1,8953.509711
3.8566277,13,8954.09967
4.1687846,14,8955.923434
3.6826131,11,8957.244497
3.5879889,26,8960.097542
3.2761397,40,8962.276964
0.8479547,2,8965.58534
3.9843764,5,8967.358137
2.5622995,1,8968.555825
4.263097,17,8968.556148
4.2137628,5,8979.434005
0.6890334,1,8979.434343
3.9304154,3,8986.53918
4.4524794,10,8994.452712
1.923774,1,8995.740918
2.8512309,5,8996.008005
3.092586,5,8996.008336
2.1975663,3,8996.008544
4.2475533,11,8998.902051
3.3348901,3,9008.367131
3.839644,4,9008.367529
3.8309705,5,9015.972165
4.0672264,3,9019.452116
5.0757313,14,9020.494428
4.0128417,35,9020.676198
4.1314654,3,9023.851429
4.059647,6,9027.424922
3.871973,2,9028.743051
3.5972526,4,9028.743406
2.3544645,2,9029.005925
3.1678834,11,9029.006285
1.7545203,1,9032.19455
2.634808,1,9032.839056
1.3914493,1,9033.308595
3.296298,3,9033.308946
4.3294153,20,9037.664803
0.6473421,1,9039.09489
3.7014008,6,9041.005405
3.1351717,3,9044.471047
3.7896016,14,9046.895393
1.807388,1,9053.864046
3.3634825,4,9056.59197
3.3073769,11,9057.593653
3.1898415,7,9057.593977
1.6608347,2,9058.490884
3.6185741,13,9063.081805
4.68924,11,9071.608184
3.6637228,2,9072.277356
3.1560893,35,9079.895895
2.9336267,6,9082.725661
4.090105,6,9082.726079
3.5680196,27,9083.595635
2.8904057,2,9090.879597
4.9044943,7,9090.879886
2.7384062,1,9092.451713
3.7886603,15,9099.621364
4.073006,45,9099.626274
4.3230243,12,9101.63345
2.8097563,1,9101.633813
3.9954886,4,9106.221504
3.9614677,10,9111.788684
2.7126188,1,9112.105137
3.8726594,4,9112.105601
4.2275825,18,9129.622881
3.4930613,7,9129.623253
2.998595,12,9131.360222
2.4782343,2,9131.664172
3.769452,10,9135.273682
3.468825,5,9138.463507
3.604255,18,9147.593659
3.5947273,17,9152.868404
3.8982465,2,9152.868797
2.4977639,4,9154.36199
3.3334382,32,9158.138714
3.7656727,2,9158.139096
3.2213068,3,9158.916847
0.60123765,1,9159.094131
4.005031,12,9166.375825
3.599062,5,9171.965577
2.8263223,6,9173.975156
4.307424,18,9174.841456
3.2979908,5,9180.515523
4.0693355,22,9183.413939
3.4950404,5,9187.065659
3.2750075,26,9187.244353
3.6601458,2,9189.232736
3.5983949,10,9189.233107
3.4886725,2,9193.008971
3.6777313,13,9199.385344
0.9482166,1,9199.603309
3.6556756,7,9199.603649
3.3798864,4,9199.603864
3.6474695,9,9204.316949
3.8626318,12,9206.312848
2.6623948,3,9210.386298
3.8497417,4,9210.680813
3.8889756,8,9211.114341
3.0325143,1,9211.114995
3.4107268,3,9216.790019
3.7599638,6,9219.02407
4.154063,4,9224.615701
3.0279262,10,9224.616066
2.6955338,87,9226.05593
3.9731631,37,9227.80118
3.3704371,4,9228.289443
4.0900254,14,9233.155974
2.7578704,6,9233.462154
1.6376991,1,9234.535106
4.344508,6,9239.429001
4.201076,3,9239.934058
3.9920933,5,9242.094555
3.7592442,7,9242.427777
1.1010338,1,9248.491282
3.7386663,2,9248.603911
3.8141267,4,9249.230214
4.0338626,17,9256.01292
4.1563535,7,9258.313721
3.3929462,4,9262.538806
2.6110427,1,9264.396657
2.879233,1,9265.020165
3.9033024,11,9267.871387
3.0993493,6,9270.957505
3.5663905,8,9283.293078
2.3787055,1,9286.523455
2.8193974,8,9286.937624
3.6147091,16,9288.542084
3.4036033,2,9289.883784
1.7280998,3,9289.884149
3.6025057,50,9291.652449
3.5778797,3,9291.908286
2.972636,8,9291.908598
2.804661,2,9306.02466
3.5226269,3,9308.972318
1.5943279,1,9310.523818
4.1708393,7,9314.122311
3.8815658,9,9316.170236
3.2134912,2,9319.750806
3.3578184,27,9327.260409
3.7982688,12,9331.870337
4.3493547,6,9334.132146
3.9014406,7,9334.80198
1.8398466,1,9334.802306
3.8558254,14,9335.364412
3.8739715,27,9338.692855
3.2914407,27,9339.163599
3.2010975,12,9340.736864
3.7422438,27,9342.945055
